ISM Controls,,,,,,,,,,,,,,,Scoping Considerations,,,Provider Responsibilities,,,Consumer Responsibilities,,,
Guideline,Section,Topic,Identifier,Revision,Updated,NC,OS,P,S,TS,ML1,ML2,ML3,Description,"Administration
Environment","Cloud Production -
Common Controls ","Cloud Production -
Service Specific","Provider
Responsibility","Implementation
Status","Implementation
Comments","Consumer
Responsibility","Consumer Implementation
Required","Consumer Configuration
Required","Consumer
Guidance"
Guidelines for system hardening,Authentication hardening,Insecure authentication methods,ISM-2077,0,Dec-25,Yes,Yes,Yes,Yes,Yes,No,No,No,Email is not used for out-of-band authentication purposes.,Applicable to administrative endpoints,Applicable to common cloud production environments as well as customer systems,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for system hardening,Authentication hardening,Multi-factor authentication,ISM-1504,3,Dec-23,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Multi-factor authentication is used to authenticate users to their organisation’s online services that process, store or communicate their organisation’s sensitive data.",Applicable to administrative endpoints,Applicable to common cloud production environments as well as customer systems,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for system hardening,Authentication hardening,Multi-factor authentication,ISM-1679,1,Sep-23,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Multi-factor authentication is used to authenticate users to third-party online services that process, store or communicate their organisation’s sensitive data.",Applicable to administrative endpoints,Applicable to common cloud production environments as well as customer systems,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for system hardening,Authentication hardening,Multi-factor authentication,ISM-1680,1,Sep-23,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Multi-factor authentication (where available) is used to authenticate users to third-party online services that process, store or communicate their organisation’s non-sensitive data.",Applicable to administrative endpoints,Applicable to common cloud production environments as well as customer systems,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for system hardening,Authentication hardening,Multi-factor authentication,ISM-1892,0,Dec-23,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Multi-factor authentication is used to authenticate users to their organisation’s online customer services that process, store or communicate their organisation’s sensitive customer data.",Applicable to administrative endpoints,Applicable to common cloud production environments as well as customer systems,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for system hardening,Authentication hardening,Multi-factor authentication,ISM-1893,0,Dec-23,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Multi-factor authentication is used to authenticate users to third-party online customer services that process, store or communicate their organisation’s sensitive customer data.",Applicable to administrative endpoints,Applicable to common cloud production environments as well as customer systems,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for system hardening,Authentication hardening,Multi-factor authentication,ISM-1681,3,Dec-23,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Multi-factor authentication is used to authenticate customers to online customer services that process, store or communicate sensitive customer data.",Applicable to administrative endpoints,Applicable to common cloud production environments as well as customer systems,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for system hardening,Authentication hardening,Multi-factor authentication,ISM-1919,0,Jun-24,Yes,Yes,Yes,Yes,Yes,No,No,No,"When multi-factor authentication is used to authenticate users or customers to online services or online customer services, all other authentication protocols that do not support multi-factor authentication are disabled.",Applicable to administrative endpoints,Applicable to common cloud production environments as well as customer systems,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for system hardening,Authentication hardening,Multi-factor authentication,ISM-1173,4,Sep-21,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Multi-factor authentication is used to authenticate privileged users of systems.,Applicable to administrative endpoints,Applicable to common cloud production environments as well as customer systems,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for system hardening,Authentication hardening,Multi-factor authentication,ISM-0974,6,Sep-21,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Multi-factor authentication is used to authenticate unprivileged users of systems.,Applicable to administrative endpoints,Applicable to common cloud production environments as well as customer systems,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for system hardening,Authentication hardening,Multi-factor authentication,ISM-1505,3,Dec-23,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Multi-factor authentication is used to authenticate users of data repositories.,Applicable to administrative endpoints,Applicable to common cloud production environments as well as customer systems,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for system hardening,Authentication hardening,Multi-factor authentication,ISM-1401,5,Sep-21,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Multi-factor authentication uses either: something users have and something users know, or something users have that is unlocked by something users know or are.",Applicable to administrative endpoints,Applicable to common cloud production environments as well as customer systems,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for system hardening,Authentication hardening,Multi-factor authentication,ISM-1872,1,Dec-23,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Multi-factor authentication used for authenticating users of online services is phishing-resistant.,Applicable to administrative endpoints,Applicable to common cloud production environments as well as customer systems,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for system hardening,Authentication hardening,Multi-factor authentication,ISM-1873,1,Dec-23,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Multi-factor authentication used for authenticating customers of online customer services provides a phishing-resistant option.,Applicable to administrative endpoints,Applicable to common cloud production environments as well as customer systems,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for system hardening,Authentication hardening,Multi-factor authentication,ISM-1874,1,Dec-23,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Multi-factor authentication used for authenticating customers of online customer services is phishing-resistant.,Applicable to administrative endpoints,Applicable to common cloud production environments as well as customer systems,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for system hardening,Authentication hardening,Multi-factor authentication,ISM-1682,3,Dec-23,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Multi-factor authentication used for authenticating users of systems is phishing-resistant.,Applicable to administrative endpoints,Applicable to common cloud production environments as well as customer systems,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for system hardening,Authentication hardening,Multi-factor authentication,ISM-1894,0,Dec-23,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Multi-factor authentication used for authenticating users of data repositories is phishing-resistant.,Applicable to administrative endpoints,Applicable to common cloud production environments as well as customer systems,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for system hardening,Authentication hardening,Multi-factor authentication,ISM-2011,0,Mar-25,Yes,Yes,Yes,Yes,Yes,No,No,No,"When phishing-resistant multi-factor authentication is used by user accounts, other non-phishing-resistant multi-factor authentication options are disabled for such user accounts.",Applicable to administrative endpoints,Applicable to common cloud production environments as well as customer systems,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for system hardening,Authentication hardening,Multi-factor authentication,ISM-1920,0,Jun-24,Yes,Yes,Yes,Yes,Yes,No,No,No,"When multi-factor authentication is used to authenticate users to online services, online customer services, systems or data repositories – that process, store or communicate their organisation’s sensitive data or sensitive customer data – users are prevented from self-enrolling into multi-factor authentication from untrustworthy devices.",Applicable to administrative endpoints,Applicable to common cloud production environments as well as customer systems,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
